,TP53 (M),KRAS (M),EGFR (M),STK11 (M),KEAP1 (M),RBM10 (M),SMARCA4 (M),ATM (M),NF1 (M),PTPRD (M),Seeding
0,0.4272351947571567,1.4240548507352035,2.1762675024495586,0.29965262046712327,0.3694708927998951,0.1438919646259707,-0.11672703089131585,0.009207664017253318,0.92295008502987,0.1000059804596639,0.0
1,0.6445307218816109,0.07182734671321009,0.6091963312404945,-0.000970677337699052,0.047632143094203855,0.0008439929693982188,0.09382554403906235,0.17702859277751484,0.0018870440333791686,-0.0027517351755606545,0.0
2,0.3777661094499956,0.0671391400412712,0.14120246582460852,-1.6523824458785623,-0.08056444856653248,-0.6425433220536636,-0.20436309344145412,-0.708118727851239,0.08916268218589224,0.04575480642373628,-0.3561980431615496
3,-1.71974258872059,0.7075229974545506,-3.7012711436263577,-0.005160136036770995,-0.26572964102987573,-0.03415026599244379,-0.33649470456147085,0.30846766864734165,-0.5416172757709854,-0.12629549300027346,-0.6390454199128842
4,-0.013391228486948077,-4.414832045182009,0.3928432938540526,-2.3907680569421905,-1.924721863071925,0.7774060391084506,-0.007823497396784137,-0.4234603173616685,-1.800741059715786,-2.1089527539985826,-0.46001752331394685
5,-0.8779414849199962,-0.007458000541787917,-2.2301667747292173,-0.5933834724896057,1.123414414801115,-0.3064064219918591,0.30776715604648297,-0.03004578212641112,-1.2760611207763533,0.05825199121504193,-0.7304642019330174
6,-0.10731427761288326,-0.31881520027219223,-1.9701417083873012,1.5905980120395378,-1.6275107248580802,-0.3292073186214094,0.8119768733663274,-0.023030378276069408,-0.08647196119340873,0.012343275607107615,-0.03319321732182142
7,-1.0583498540062866,-0.008640486950920657,0.22879966522084247,-0.43467997365096617,-0.3966321169392719,-0.5960782643867064,-0.07787876601505618,0.5276291081114759,0.5150353379230328,-0.4816374790252918,-1.1844212558121243
8,-0.23994413171197568,-0.4103091176861561,-0.009928106281594302,0.4301385557718098,0.8910973808233579,-0.07992677403347155,-2.240311113800205,0.0030133851974119986,0.09548452866262634,0.0009295397414267013,-0.007817304910237155
9,-0.5866812210835579,0.31448829073513446,-0.36375296930830386,-0.02401541362176887,-0.0201102379970664,0.6478602600242157,5.079766497215589e-05,-1.8600362273142188,-0.0014439008537110469,0.0010732173386812992,-0.410694957135846
10,0.09421288271309125,-0.47420431158464227,-1.106841059702558,-1.399324756391346,-0.08554829436753099,0.3326340931798457,0.124106098225475,0.0001581164444384017,-1.6618975467858674,0.43535112980644747,-0.2903664025735405
11,0.057205419472313286,-0.11504989522312682,-1.5725562233401011,0.059109861299794175,0.013830388549804064,-0.514651889435753,0.003483361497627669,-0.002643068350381461,0.3918472871319914,-1.8513784599100715,-0.46409895866626244
12,0.30887335861107623,-0.5446148690351428,0.24313909834169997,-0.49903404368816623,-0.00607223495795609,-1.017570020009332,0.0064103999785883135,-0.24715879531332735,-0.2786694778837745,-0.41961642707016206,-0.24814012123200835
