,TP53 (M),KRAS (M),EGFR (M),STK11 (M),KEAP1 (M),RBM10 (M),SMARCA4 (M),ATM (M),NF1 (M),PTPRD (M),Seeding
0,0.6191579082420439,2.0607606910702962,3.3635589460471524,0.8669070660445349,0.3265329005008261,0.15132875181522074,-0.4100234688770365,0.12510240323240704,1.245552878658634,0.3941864916280992,0.0
1,0.8165060647003424,0.7462049826088436,1.5067060788068358,0.21497196633364968,0.15580895062914804,0.005935531108076118,0.06156447068627773,0.21593785288773276,0.02016982757181863,0.007601793117056485,0.0
2,0.5932041645037579,-0.11054069373120677,0.3565914365595408,-0.8970553307932158,-0.044704836873362824,-0.5075325158316889,-0.2306976721526724,-0.6053787807948934,0.15482530435625694,0.2345886305437438,-0.2420751475605282
3,-0.7252062873887194,0.6664946216621036,-3.25329714804989,0.4895691546227459,-0.5216753066590902,0.05280297848438451,-0.5993668843275315,0.507653613504753,-0.42636327177277816,-0.10259944044392921,-0.3898409925204872
4,0.4118515873609617,-3.576157734903668,0.35575612658429245,-2.268666837207948,-1.790205051654761,0.9927218624862167,0.010272751686784088,-0.31777861798059065,-1.463489039908277,-1.7623766956248355,-0.07251925721290152
5,-0.9015503109512002,0.533538297490171,-1.372305923173159,-0.5683589136076834,1.3969933091251454,0.0022622870210798757,0.3031183757640197,0.1174584558548005,-0.9914743679795324,0.4789435539945544,-0.8631703600200747
6,-0.13970459316677378,0.30872734699281723,-1.243817409274742,1.8413070875020943,-1.4293676571648903,-0.4914307781621051,0.984736796082204,-0.3782846496766022,-0.3045595464434742,0.446063400439237,-0.16891562243747038
7,-0.8424536299346493,0.377137273900363,0.5831237940345935,-0.507844482289092,-0.3126201025492029,-0.40180905606316214,-0.3430465743776692,0.5585782843293461,0.3577216720382609,-0.5391600114838404,-1.1725093001634475
8,-0.268802469338002,-0.05951661897658263,0.22411926061650558,0.8892762885331087,0.9101850857777882,-0.272392829444227,-2.0530453011552634,0.07691382945887157,-0.02259079865604464,-0.22480893341569874,-0.25312363342582545
9,-0.561946375723021,0.7533824825707672,0.08044962261417714,-0.14508774949390071,-0.04394717104986285,0.8394908746827435,0.17891867803114805,-1.658597676479782,-0.1704539190298912,-0.15130322251479886,-0.6030236212231808
10,0.34738480861049204,-0.11475875802098245,-0.7974463661724406,-1.025441135047376,-0.23235235135240487,0.4977801563321311,0.07874317048161661,0.05022160301496212,-1.53679194164991,0.3186616965943302,-0.45823776103143055
11,0.34587993116664467,0.3500748365203167,-0.6306531915037259,0.39379522752438756,0.2540047902254672,-0.3314436024481416,-0.08625142509882301,0.028388306689668005,0.5350693010121725,-1.8374716784999316,-0.4840795472635836
12,0.2825361907244451,-1.0481621562283299,-0.08940633120065078,-0.339221949961699,-0.14856969563909547,-1.0530225056303357,0.15524578379219747,-0.24230828050163006,-0.3788856187140926,-0.3570058475703204,0.011947260950923105
